query_id,query,gold,retrieved_top10,recall@10,rr,ndcg@10,latency_sec
23,삼성전자 부채비율 계산해줘,periodic_20260310002820,periodic_20260310002820|periodic_20260310002820|periodic_20260310002820|periodic_20260310002820|periodic_20260310002820|periodic_20260310002820|periodic_20260310002820|periodic_20260310002820|periodic_20260310002820|periodic_20260310002820,1.0,1.0,1.0,0.0394
25,삼성전자 최대주주가 누구야?,periodic_20260310002820,periodic_20260515002181|periodic_20260310002820|periodic_20260515002181|periodic_20260310002820|periodic_20260310002820|periodic_20260310002820|holding_20250919000589|holding_20250905000524|holding_20251024000542|holding_20251017000512,1.0,0.5,0.631,0.0434
26,삼성전자 삼성물산 보유지분율 알려줘,holding_20260130000730,holding_20250919000589|holding_20260109000680|holding_20250905000524|holding_20251024000542|holding_20251107000558|holding_20251031000575|holding_20251017000512|holding_20260130000730|holding_20260123000544|holding_20260116000451,1.0,0.125,0.315,0.0415
27,삼성전자 최근 대량보유상황보고서 내용 알려줘,holding_20260130000730,holding_20250905000524|holding_20251024000542|holding_20251031000575|holding_20250919000589|holding_20251017000512|holding_20260109000680|holding_20260123000544|holding_20251107000558|holding_20260130000730|holding_20260116000451,1.0,0.111,0.301,0.0398
29,삼성전자 지분 보고자 특별관계자 현황 알려줘,holding_20250905000524|holding_20250919000589|holding_20251017000512|holding_20251024000542|holding_20251031000575|holding_20251107000558|holding_20260109000680|holding_20260116000451|holding_20260123000544|holding_20260130000730,holding_20251031000575|holding_20250905000524|holding_20251017000512|holding_20251107000558|holding_20251024000542|holding_20250919000589|holding_20260116000451|holding_20260130000730|holding_20260109000680|holding_20260123000544,1.0,1.0,1.0,0.0407
30,삼성전자 2025년 9월 지분보고 내용 알려줘,holding_20250905000524,periodic_20260310002820|periodic_20260515002181|periodic_20260310002820|periodic_20260310002820|periodic_20260310002820|periodic_20260310002820|periodic_20260515002181|periodic_20260310002820|periodic_20260310002820|periodic_20260310002820,0.0,0.0,0.0,0.0406
31,삼성전자 2026년 1월 지분 변동 내역 알려줘,holding_20260109000680|holding_20260116000451|holding_20260123000544|holding_20260130000730,periodic_20260515002181|periodic_20260515002181|major_20250708000011|holding_20260130000730|periodic_20260515002181|holding_20260123000544|periodic_20260515002181|periodic_20260515002181|holding_20260109000680|periodic_20260310002820,0.75,0.25,0.425,0.0393
33,삼성전자 최근 자기주식 취득 결정했어?,major_20260107000715|major_20260129000003|major_20260318001062,major_20250708000011|major_20260318001062|major_20260129000003|major_20260318001062|major_20250218001596|major_20241118000328|major_20260129000003|major_20260107000715|major_20250218000019|major_20260107000715,1.0,0.5,0.679,0.0432
34,삼성전자 최근 자기주식 처분 결정했어?,major_20260126000001|major_20260129000004|major_20260318001203,major_20260126000001|major_20260318001203|major_20250523000601|major_20260129000004|major_20250725000794|major_20251030000502|major_20250523000601|major_20250725000794|major_20260126000001|major_20251030000502,1.0,1.0,0.967,0.0398
35,삼성전자 해외 상장 관련 이벤트 있었어?,major_20241031000508|major_20241031000536|major_20250213001808|major_20250213001817,major_20241031000536|periodic_20260310002820|periodic_20260310002820|periodic_20260310002820|periodic_20260310002820|periodic_20260310002820|periodic_20260310002820|major_20241031000508|periodic_20260310002820|periodic_20260310002820,0.5,1.0,0.514,0.0434
37,삼성전자 최근 대규모 계약 체결 있었어?,exchange_20250728800035|exchange_20250731800028,exchange_20250728800035|exchange_20250731800028|periodic_20260310002820|periodic_20260310002820|periodic_20260310002820|periodic_20260310002820|periodic_20260515002181|periodic_20260310002820|periodic_20260310002820|periodic_20260310002820,1.0,1.0,1.0,0.0435
38,삼성전자 2026년 3월 자기주식 관련 결정 내용 알려줘,major_20260318001062|major_20260318001203,major_20250708000011|major_20260318001203|major_20250218000019|major_20260318001062|periodic_20260515002181|major_20260126000001|major_20260129000003|periodic_20260515002181|major_20250218001596|major_20260107000715,1.0,0.5,0.651,0.0398
39,삼성전자 2025년 5월 자기주식처분 결정 내용 알려줘,major_20250523000601,major_20250523000601|major_20250218000019|major_20250725000794|periodic_20260310002820|major_20250218001596|major_20250708000011|major_20260129000004|major_20251030000502|major_20250708000011|major_20260129000003,1.0,1.0,1.0,0.0438
