query_id,query,gold,retrieved_top10,recall@10,rr,ndcg@10,latency_sec
14,삼성전자 공급계약 계약상대방이 정정으로 어떻게 바뀌었어?,exchange_20250731800028,exchange_20250731800028|periodic_20260515002181|periodic_20260310002820|exchange_20250728800035|major_20241118000171|holding_20251107000558|periodic_20260310002820|holding_20260109000680|periodic_20260515002181|holding_20260130000730,1.0,1.0,1.0,0.0435
15,삼성전자 최근 지분 변동 추이 알려줘,holding_20250905000524|holding_20250919000589|holding_20251017000512|holding_20251024000542|holding_20251031000575|holding_20251107000558|holding_20260109000680|holding_20260116000451|holding_20260123000544|holding_20260130000730,periodic_20260310002820|periodic_20260515002181|periodic_20260310002820|periodic_20260515002181|periodic_20260515002181|periodic_20260310002820|periodic_20260310002820|periodic_20260515002181|periodic_20260515002181|holding_20250919000589,0.1,0.1,0.064,0.044
17,삼성전자 2025년과 2026년 자기주식취득 규모 비교해줘,major_20250218000019|major_20250708000011|major_20260107000715|major_20260129000003|major_20260318001062,periodic_20260515002181|periodic_20260310002820|periodic_20260515002181|periodic_20260310002820|periodic_20260310002820|major_20250708000011|periodic_20260310002820|periodic_20260310002820|periodic_20260310002820|major_20250218000019,0.4,0.167,0.219,0.0417
18,삼성전자 사업보고서와 분기보고서 실적 비교해줘,periodic_20260310002820|periodic_20260515002181,periodic_20260515002181|periodic_20260515002181|periodic_20260515002181|periodic_20260515002181|periodic_20260515002181|periodic_20260515002181|periodic_20260515002181|periodic_20260515002181|periodic_20260310002820|periodic_20260515002181,1.0,1.0,0.798,0.0454
19,삼성전자 삼성물산 보유주식 변동 추이 알려줘,holding_20250905000524|holding_20250919000589|holding_20251017000512|holding_20251024000542|holding_20251031000575|holding_20251107000558|holding_20260109000680|holding_20260116000451|holding_20260123000544|holding_20260130000730,holding_20260109000680|holding_20250919000589|holding_20251031000575|holding_20251107000558|holding_20251017000512|holding_20260116000451|holding_20251024000542|holding_20250905000524|holding_20260130000730|holding_20260123000544,1.0,1.0,1.0,0.0457
21,삼성전자 반도체 위탁생산 계약금액이 최근매출액 대비 몇 %야?,exchange_20250731800028,exchange_20250728800035|periodic_20260515002181|periodic_20260310002820|periodic_20260310002820|periodic_20260515002181|exchange_20250731800028|periodic_20260310002820|periodic_20260310002820|periodic_20260310002820|periodic_20260310002820,1.0,0.167,0.356,0.0435
22,삼성전자 영업이익률 계산해줘,periodic_20260310002820|periodic_20260515002181,periodic_20260310002820|periodic_20260310002820|periodic_20260310002820|periodic_20260310002820|periodic_20260310002820|periodic_20260310002820|periodic_20260310002820|periodic_20260310002820|periodic_20260310002820|periodic_20260310002820,0.5,1.0,0.613,0.0434
23,삼성전자 부채비율 계산해줘,periodic_20260310002820,periodic_20260310002820|periodic_20260310002820|periodic_20260310002820|periodic_20260310002820|periodic_20260310002820|periodic_20260310002820|periodic_20260310002820|periodic_20260310002820|periodic_20260310002820|periodic_20260515002181,1.0,1.0,1.0,0.0429
25,삼성전자 최대주주가 누구야?,periodic_20260310002820,periodic_20260515002181|periodic_20260310002820|periodic_20260310002820|periodic_20260515002181|periodic_20260310002820|holding_20260130000730|holding_20260123000544|holding_20260109000680|periodic_20260515002181|periodic_20260310002820,1.0,0.5,0.631,0.0423
26,삼성전자 삼성물산 보유지분율 알려줘,holding_20260130000730,holding_20250905000524|holding_20260109000680|holding_20251017000512|holding_20250919000589|holding_20251107000558|holding_20251024000542|holding_20260116000451|holding_20260123000544|holding_20251031000575|holding_20260130000730,1.0,0.1,0.289,0.0447
27,삼성전자 최근 대량보유상황보고서 내용 알려줘,holding_20260130000730,holding_20250919000589|holding_20251017000512|holding_20260123000544|holding_20250919000589|holding_20250905000524|holding_20251017000512|holding_20251024000542|holding_20251024000542|holding_20251031000575|holding_20260123000544,0.0,0.071,0.0,0.0437
29,삼성전자 지분 보고자 특별관계자 현황 알려줘,holding_20250905000524|holding_20250919000589|holding_20251017000512|holding_20251024000542|holding_20251031000575|holding_20251107000558|holding_20260109000680|holding_20260116000451|holding_20260123000544|holding_20260130000730,holding_20250905000524|holding_20260109000680|holding_20251031000575|holding_20260116000451|holding_20250905000524|holding_20260123000544|holding_20251017000512|holding_20250919000589|holding_20251107000558|holding_20251031000575,0.8,1.0,0.851,0.0427
30,삼성전자 2025년 9월 지분보고 내용 알려줘,holding_20250905000524,periodic_20260310002820|periodic_20260310002820|periodic_20260310002820|periodic_20260310002820|periodic_20260515002181|periodic_20260515002181|periodic_20260310002820|periodic_20260515002181|periodic_20260310002820|periodic_20260310002820,0.0,0.0,0.0,0.0423
31,삼성전자 2026년 1월 지분 변동 내역 알려줘,holding_20260109000680|holding_20260116000451|holding_20260123000544|holding_20260130000730,holding_20260130000730|holding_20260123000544|holding_20260109000680|periodic_20260515002181|periodic_20260515002181|periodic_20260515002181|major_20250708000011|holding_20260109000680|holding_20260116000451|periodic_20260515002181,1.0,1.0,0.949,0.0419
33,삼성전자 최근 자기주식 취득 결정했어?,major_20260107000715|major_20260129000003|major_20260318001062,major_20260318001062|major_20260129000003|major_20260107000715|major_20250218000019|major_20250708000011|major_20260318001062|major_20250218001596|major_20241115000375|major_20241118000171|major_20241118000328,1.0,1.0,1.0,0.0428
34,삼성전자 최근 자기주식 처분 결정했어?,major_20260126000001|major_20260129000004|major_20260318001203,major_20250523000601|major_20250523000601|major_20250725000794|major_20260126000001|major_20260318001203|major_20260126000001|major_20260318001203|major_20260129000004|major_20251030000502|major_20260129000004,1.0,0.25,0.532,0.0426
35,삼성전자 해외 상장 관련 이벤트 있었어?,major_20241031000508|major_20241031000536|major_20250213001808|major_20250213001817,major_20241031000536|major_20241031000508|periodic_20260310002820|periodic_20260310002820|periodic_20260310002820|periodic_20260310002820|periodic_20260310002820|major_20250213001808|major_20250213001817|periodic_20260310002820,1.0,1.0,0.877,0.0437
37,삼성전자 최근 대규모 계약 체결 있었어?,exchange_20250728800035|exchange_20250731800028,exchange_20250728800035|exchange_20250731800028|periodic_20260310002820|periodic_20260310002820|periodic_20260310002820|periodic_20260310002820|periodic_20260310002820|periodic_20260310002820|periodic_20260515002181|periodic_20260310002820,1.0,1.0,1.0,0.0428
38,삼성전자 2026년 3월 자기주식 관련 결정 내용 알려줘,major_20260318001062|major_20260318001203,major_20260318001203|major_20260318001062|major_20260126000001|periodic_20260310002820|major_20250708000011|major_20260129000003|major_20260318001062|major_20260129000004|major_20260107000715|major_20260126000001,1.0,1.0,1.0,0.0425
39,삼성전자 2025년 5월 자기주식처분 결정 내용 알려줘,major_20250523000601,major_20250523000601|periodic_20260310002820|major_20250725000794|major_20251030000502|major_20250218000019|major_20250218001596|major_20250708000011|major_20260318001203|major_20260126000001|major_20260129000003,1.0,1.0,1.0,0.0416
